Name,ID,Meaning
Web Development,c23ce252-cf78-4b98-8c11-8769801aaf3a,For streams with an emphasis on discussion or development of a website or web application
Wheelchair,bee548ea-19ba-44d1-8d50-ab1c46f3e186,For streams and content featuring streamers who are using wheelchairs/power electric chairs
Wii,38d39fbd-ae5b-4e15-bd14-4710d8873df1,For streams in which the streamer is playing on a Wii console
Winter Sports,9f3c36df-5b3c-4043-abbc-43c1dcd31047,For streams that feature the discussion or activity of winter sports
Woman,dffe48c0-951f-4bc3-a4a6-77a556988b70,For streams and content featuring women
Woodwork,c0bfabb1-0a43-41a8-8f6c-c7c434ca18f9,For streams with an emphasis on the production of objects or works of art crafted from wood
Worker Placement,06291cf5-d4e1-4c16-afbd-bd4282416ebc,For streams that feature a game in which players select individual actions from a set available to all players
World Music,e525f885-ccc0-42dd-9b6e-0586f76fdb3c,"For streams that feature the discussion, production, or authorized playback of music encompassing many different styles from around the globe, such as indigenous, etc."
Worldbuilding,218c5e0e-e3a9-4fab-9ad5-994717d226fd,"For streams with an emphasis on worldbuilding for writing projects, tabletop campaigns, and more"
WR Attempts,2b19c8f9-695f-4ea1-a5fe-eba176770dbc,For streams with an emphasis on attempts at achieving a new world record
Wrestling,7199189a-0569-4854-908e-08e6c3667379,For streams that feature the discussion or activity of wrestling
Writing,81975ba3-5c53-41f8-b614-ce5b3193955a,For streams with an emphasis writing of any kind
Xbox,7bd3b060-94fb-4771-8e6c-123d782eac01,For streams in which the streamer is playing on an Xbox console
Xbox 360,de41bd39-3220-4bb7-a79c-50c46d769669,For streams in which the streamer is playing on an Xbox 360 console
Xbox One,8dbbd76b-7570-4446-bdbf-668b04f5d569,For streams in which the streamer is playing on an Xbox One console
Xbox Series S/X,8a73a184-b3f5-4a3d-84cb-834235c0b705,For streams in which the streamer is playing on an Xbox Series S/X console
Yemen,d2817a56-0a50-4457-aa3f-f4d75c728765,For streams and content featuring the Yemeni community
Zambia,987dae1b-f612-4624-a47e-3a68c938927f,For streams and content featuring the Zambian community
Zanzibar,64e46d60-a204-4257-95f1-24924b577e1e,For streams and content featuring the Zanzibari community
Zerg,c7ce1f7c-b5d2-423c-bb33-e73c353d5e06,For streams featuring players of the Zerg in StarCraft or StarCraft II
Zimbabwe,3a6f781a-a342-432a-bedc-e3428919933e,For streams and content featuring the Zimbabwean community
",DefaulT,",0,0
